Age,Attrition,BusinessTravel,DistanceFromHome,Education,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,PerformanceRating,TotalWorkingYears,WorkLifeBalance
Young,Yes,Rarely,Medium,College,Rappresentative,High,Single,Higher,Yes,Excellent,Beginner,Better
Senior,No,Non-Travel,Medium,Master,Rappresentative,Medium,Married,On_average,No,Excellent,Proficient,Best
Senior,No,Rarely,Medium,Doctor,Rappresentative,Low,Married,On_average,No,Excellent,Beginner,Better
Middle-age,No,Rarely,Short,College,Rappresentative,Low,Married,On_average,No,Outstanding,Competent,Better
Middle-age,No,Frequently,Short,Bachelor,Rappresentative,Medium,Divorced,Lower,Yes,Excellent,Expert,Better
Senior,No,Rarely,Long,Bachelor,Manager,Very_high,Married,Higher,Yes,Excellent,Expert,Good
Middle-age,Yes,Frequently,Short,College,Technician,High,Single,Lower,Yes,Excellent,Competent,Better
Middle-age,No,Rarely,Short,College,Technician,Very_high,Divorced,On_average,No,Excellent,Competent,Best
Senior,No,Frequently,Short,Below_college,Manager,Very_high,Married,Higher,No,Excellent,Expert,Better
Senior,No,Rarely,Medium,Master,Rappresentative,Very_high,Divorced,On_average,Yes,Excellent,Competent,Better
Young,Yes,Frequently,Long,Bachelor,Technician,Medium,Married,Lower,No,Excellent,Novice,Better
Middle-age,No,Rarely,Medium,Master,Rappresentative,Low,Married,On_average,No,Excellent,Beginner,Bad
Young,No,Non-Travel,Medium,Bachelor,Technician,High,Single,Lower,No,Excellent,Beginner,Good
Middle-age,No,Non-Travel,Short,College,Technician,Low,Divorced,Lower,Yes,Excellent,Beginner,Best
Middle-age,No,Non-Travel,Short,Master,Technician,Medium,Married,Lower,No,Outstanding,Beginner,Better
Middle-age,No,Rarely,Short,Bachelor,Director,Very_high,Single,Higher,No,Outstanding,Competent,Good
Middle-age,No,Rarely,Medium,Master,Director,High,Divorced,Higher,No,Excellent,Competent,Good
Young,No,Rarely,Short,Bachelor,Technician,Low,Single,Lower,No,Excellent,Competent,Good
Young,No,Rarely,Short,Bachelor,Rappresentative,Low,Married,On_average,No,Excellent,Beginner,Good
Middle-age,No,Non-Travel,Medium,Master,Rappresentative,Very_high,Divorced,Higher,No,Excellent,Competent,Better
Middle-age,No,Frequently,Short,Bachelor,Rappresentative,Low,Married,On_average,No,Outstanding,Competent,Better
Young,Yes,Rarely,Medium,Bachelor,Technician,Very_high,Divorced,Lower,No,Excellent,Beginner,Good
Middle-age,No,Rarely,Short,Bachelor,Technician,Low,Single,Lower,No,Excellent,Expert,Good
Middle-age,No,Rarely,Short,Master,Rappresentative,Very_high,Married,On_average,Yes,Excellent,Competent,Better
Young,No,Rarely,Short,Bachelor,Rappresentative,Very_high,Single,On_average,No,Excellent,Competent,Better
Middle-age,No,Rarely,Short,Master,Rappresentative,Very_high,Single,Higher,No,Outstanding,Competent,Better
Middle-age,Yes,Frequently,Long,Master,Rappresentative,Very_high,Married,On_average,Yes,Excellent,Competent,Better
Senior,Yes,Rarely,Long,Master,Director,Low,Single,Higher,Yes,Excellent,Proficient,Good
Senior,No,Rarely,Short,College,Rappresentative,High,Married,Lower,No,Excellent,Competent,Good
Middle-age,No,Frequently,Short,College,Rappresentative,High,Divorced,On_average,No,Outstanding,Competent,Better
Senior,No,Rarely,Medium,Bachelor,Director,High,Married,Higher,No,Excellent,Competent,Better
Middle-age,No,Frequently,Short,Master,Technician,Medium,Married,Lower,Yes,Excellent,Competent,Better
Senior,No,Rarely,Long,Master,Manager,Medium,Married,Higher,Yes,Excellent,Expert,Better
Middle-age,No,Rarely,Short,Below_college,Technician,Very_high,Divorced,Lower,Yes,Excellent,Novice,Better
Middle-age,No,Rarely,Medium,Master,Manager,Low,Single,Higher,No,Excellent,Expert,Better
Senior,No,Non-Travel,Long,College,Rappresentative,High,Single,On_average,No,Excellent,Expert,Better
Middle-age,No,Non-Travel,Medium,Bachelor,Director,High,Married,Higher,No,Outstanding,Competent,Best
Senior,No,Rarely,Medium,Bachelor,Rappresentative,Low,Single,On_average,Yes,Excellent,Competent,Better
Young,No,Rarely,Short,College,Rappresentative,High,Single,On_average,No,Excellent,Beginner,Good
Young,No,Rarely,Medium,College,Technician,Very_high,Single,Lower,No,Excellent,Beginner,Best
Senior,No,Frequently,Medium,Bachelor,Rappresentative,High,Married,On_average,No,Excellent,Competent,Best
Senior,No,Rarely,Short,College,Rappresentative,Medium,Married,On_average,No,Excellent,Proficient,Better
Young,No,Rarely,Short,Bachelor,Technician,Medium,Married,Lower,No,Excellent,Beginner,Better
Middle-age,No,Rarely,Short,College,Technician,Medium,Married,On_average,No,Excellent,Competent,Good
Young,No,Rarely,Short,Below_college,Technician,High,Divorced,On_average,Yes,Excellent,Competent,Good
Senior,No,Rarely,Long,Bachelor,Director,High,Single,Higher,No,Outstanding,Expert,Better
Middle-age,No,Non-Travel,Short,College,Technician,High,Divorced,Lower,No,Excellent,Novice,Good
Middle-age,No,Rarely,Short,Master,Rappresentative,Medium,Married,On_average,No,Excellent,Proficient,Better
Middle-age,No,Rarely,Short,College,Technician,High,Married,Lower,No,Excellent,Beginner,Better
Middle-age,No,Frequently,Short,Master,Rappresentative,High,Married,On_average,No,Excellent,Competent,Better
Senior,No,Rarely,Medium,Master,Rappresentative,Low,Divorced,On_average,Yes,Excellent,Competent,Good
Senior,No,Rarely,Short,Bachelor,Technician,Very_high,Married,Lower,No,Outstanding,Competent,Better
Senior,No,Non-Travel,Short,Below_college,Director,Medium,Married,Higher,No,Excellent,Competent,Bad
Middle-age,No,Rarely,Medium,Master,Technician,High,Married,Lower,Yes,Excellent,Beginner,Better
Young,No,Rarely,Short,College,Technician,High,Single,Lower,No,Excellent,Beginner,Best
Middle-age,No,Rarely,Short,Master,Rappresentative,High,Single,On_average,No,Excellent,Competent,Better
Middle-age,No,Rarely,Medium,College,Rappresentative,Very_high,Married,On_average,Yes,Excellent,Competent,Better
Middle-age,No,Rarely,Long,Master,Technician,Medium,Single,Lower,No,Excellent,Beginner,Better
Senior,No,Rarely,Short,Master,Technician,Very_high,Married,Lower,No,Excellent,Competent,Good
Middle-age,No,Rarely,Short,Master,Technician,Medium,Married,Lower,No,Excellent,Beginner,Better
Middle-age,No,Rarely,Long,Below_college,Rappresentative,Very_high,Single,On_average,No,Excellent,Proficient,Better
Middle-age,No,Rarely,Medium,Bachelor,Director,High,Married,Higher,No,Excellent,Expert,Better
Middle-age,No,Rarely,Short,Master,Director,Very_high,Married,Higher,No,Excellent,Competent,Better
Middle-age,No,Rarely,Medium,Bachelor,Director,Very_high,Married,Higher,Yes,Outstanding,Proficient,Better
Young,No,Rarely,Short,College,Rappresentative,High,Divorced,On_average,Yes,Outstanding,Beginner,Good
Senior,No,Non-Travel,Long,Master,Technician,Very_high,Divorced,Lower,No,Excellent,Proficient,Good
Senior,No,Rarely,Short,Bachelor,Technician,Very_high,Single,Lower,Yes,Excellent,Beginner,Better
Young,No,Rarely,Short,Below_college,Technician,Low,Single,Lower,Yes,Excellent,Novice,Better
Middle-age,No,Non-Travel,Short,Bachelor,Manager,Very_high,Single,Higher,No,Excellent,Expert,Good
Young,Yes,Frequently,Short,Bachelor,Technician,Low,Married,Lower,No,Excellent,Novice,Good
Middle-age,No,Rarely,Short,Bachelor,Director,Very_high,Married,Higher,No,Excellent,Competent,Better
Middle-age,No,Frequently,Short,College,Rappresentative,Medium,Divorced,On_average,No,Excellent,Proficient,Better
Senior,No,Non-Travel,Short,Master,Rappresentative,High,Divorced,On_average,No,Outstanding,Competent,Good
Young,Yes,Rarely,Short,Master,Technician,Very_high,Married,On_average,Yes,Excellent,Beginner,Best
Senior,No,Rarely,Short,Bachelor,Manager,High,Married,Higher,No,Excellent,Expert,Good
Senior,Yes,Rarely,Short,College,Technician,High,Married,Lower,No,Excellent,Competent,Bad
Senior,No,Rarely,Long,Master,Manager,Medium,Married,Higher,No,Outstanding,Expert,Better
Middle-age,No,Rarely,Long,Bachelor,Rappresentative,High,Married,Higher,No,Outstanding,Competent,Better
Middle-age,No,Non-Travel,Medium,Master,Rappresentative,Very_high,Divorced,On_average,No,Outstanding,Proficient,Good
Senior,No,Rarely,Short,Bachelor,Rappresentative,Medium,Divorced,Higher,No,Excellent,Competent,Better
Middle-age,No,Rarely,Short,Bachelor,Technician,Low,Single,Lower,No,Excellent,Beginner,Better
Middle-age,No,Rarely,Long,Master,Director,Very_high,Single,Higher,Yes,Excellent,Competent,Better
Middle-age,No,Rarely,Medium,College,Rappresentative,Very_high,Married,On_average,No,Excellent,Competent,Better
Senior,Yes,Frequently,Short,Master,Rappresentative,High,Divorced,Higher,No,Excellent,Competent,Better
Middle-age,No,Rarely,Medium,Master,Rappresentative,Very_high,Married,Higher,No,Excellent,Competent,Good
Senior,No,Rarely,Long,Bachelor,Rappresentative,High,Single,On_average,No,Excellent,Competent,Better
Senior,No,Rarely,Short,Master,Technician,High,Single,Lower,No,Excellent,Competent,Better
Middle-age,No,Frequently,Medium,Master,Rappresentative,High,Married,On_average,Yes,Excellent,Competent,Best
Senior,No,Rarely,Short,Master,Technician,High,Married,Lower,No,Excellent,Expert,Better
Middle-age,No,Rarely,Short,Master,Technician,Very_high,Married,Lower,No,Excellent,Beginner,Better
Young,No,Rarely,Medium,College,Rappresentative,Medium,Married,On_average,Yes,Excellent,Competent,Better
Young,No,Rarely,Long,Master,Technician,Low,Single,On_average,No,Excellent,Beginner,Bad
Senior,Yes,Rarely,Long,Bachelor,Director,Low,Divorced,Higher,Yes,Excellent,Expert,Better
Middle-age,No,Rarely,Long,Below_college,Manager,Very_high,Married,Higher,No,Excellent,Expert,Good
Middle-age,No,Non-Travel,Short,Bachelor,Rappresentative,Low,Single,Higher,No,Excellent,Competent,Better
Young,No,Rarely,Short,Bachelor,Technician,High,Single,Lower,No,Excellent,Beginner,Better
Middle-age,No,Frequently,Long,College,Rappresentative,Very_high,Married,Lower,No,Excellent,Proficient,Better
Middle-age,No,Rarely,Short,Below_college,Director,Low,Married,Higher,No,Excellent,Competent,Better
Young,No,Rarely,Short,Bachelor,Rappresentative,Medium,Married,On_average,Yes,Outstanding,Beginner,Better
Senior,No,Frequently,Short,Bachelor,Rappresentative,Medium,Married,On_average,No,Excellent,Proficient,Good
Middle-age,No,Rarely,Short,Bachelor,Rappresentative,High,Married,On_average,No,Excellent,Beginner,Best
